Category,Date,Revenue,Orders,Units,Product_Views
シャツ/デニムシャツ,01-07-2022,82805.7267,14,16,1373
シャツ/デニムシャツ,02-07-2022,116117.9325,19,21,1854
シャツ/デニムシャツ,03-07-2022,90685.7127,16,21,1463
福袋,05-07-2021,0,0,0,0
福袋,06-07-2021,0,0,0,0
福袋,07-07-2021,0,0,0,0
福袋,08-07-2021,0,0,0,0
福袋,09-07-2021,0,0,0,0
福袋,10-07-2021,0,0,0,0
福袋,11-07-2021,0,0,0,0
福袋,12-07-2021,0,0,0,0
福袋,13-07-2021,0,0,0,0
福袋,14-07-2021,0,0,0,0
福袋,15-07-2021,0,0,0,0
福袋,16-07-2021,0,0,0,0
福袋,17-07-2021,0,0,0,0
福袋,18-07-2021,0,0,0,0
福袋,19-07-2021,0,0,0,0
福袋,20-07-2021,0,0,0,0
福袋,21-07-2021,0,0,0,0
福袋,22-07-2021,0,0,0,0
福袋,23-07-2021,0,0,0,0
福袋,24-07-2021,0,0,0,0
福袋,25-07-2021,0,0,0,0
福袋,26-07-2021,0,0,0,0
福袋,27-07-2021,0,0,0,0
福袋,28-07-2021,0,0,0,0
福袋,29-07-2021,0,0,0,0
福袋,30-07-2021,0,0,0,0
福袋,31-07-2021,0,0,0,0
福袋,01-08-2021,0,0,0,0
福袋,02-08-2021,0,0,0,0
福袋,03-08-2021,0,0,0,0
福袋,04-08-2021,0,0,0,0
福袋,05-08-2021,0,0,0,0
福袋,06-08-2021,0,0,0,0
福袋,07-08-2021,0,0,0,0
福袋,08-08-2021,0,0,0,0
福袋,09-08-2021,0,0,0,0
福袋,10-08-2021,0,0,0,0
福袋,11-08-2021,0,0,0,0
福袋,12-08-2021,0,0,0,0
福袋,13-08-2021,0,0,0,0
福袋,14-08-2021,0,0,0,0
福袋,15-08-2021,0,0,0,0
福袋,16-08-2021,0,0,0,0
福袋,17-08-2021,0,0,0,0
福袋,18-08-2021,0,0,0,0
福袋,19-08-2021,0,0,0,0
福袋,20-08-2021,0,0,0,0
福袋,21-08-2021,0,0,0,0
福袋,22-08-2021,0,0,0,0
福袋,23-08-2021,0,0,0,0
福袋,24-08-2021,0,0,0,0
福袋,25-08-2021,0,0,0,0
福袋,26-08-2021,0,0,0,0
福袋,27-08-2021,0,0,0,0
福袋,28-08-2021,0,0,0,0
福袋,29-08-2021,0,0,0,0
福袋,30-08-2021,0,0,0,0
福袋,31-08-2021,0,0,0,0
福袋,01-09-2021,0,0,0,0
福袋,02-09-2021,0,0,0,0
福袋,03-09-2021,0,0,0,0
福袋,04-09-2021,0,0,0,0
福袋,05-09-2021,0,0,0,0
福袋,06-09-2021,0,0,0,0
福袋,07-09-2021,0,0,0,0
福袋,08-09-2021,0,0,0,0
福袋,09-09-2021,0,0,0,0
福袋,10-09-2021,0,0,0,0
福袋,11-09-2021,0,0,0,0
福袋,12-09-2021,0,0,0,0
福袋,13-09-2021,0,0,0,0
福袋,14-09-2021,0,0,0,0
福袋,15-09-2021,0,0,0,0
福袋,16-09-2021,0,0,0,0
福袋,17-09-2021,0,0,0,0
福袋,18-09-2021,0,0,0,0
福袋,19-09-2021,0,0,0,0
福袋,20-09-2021,0,0,0,0
福袋,21-09-2021,0,0,0,0
福袋,22-09-2021,0,0,0,0
福袋,23-09-2021,0,0,0,0
福袋,24-09-2021,0,0,0,0
福袋,25-09-2021,0,0,0,0
福袋,26-09-2021,0,0,0,0
福袋,27-09-2021,0,0,0,0
福袋,28-09-2021,0,0,0,0
福袋,29-09-2021,0,0,0,0
福袋,30-09-2021,0,0,0,0
福袋,01-10-2021,0,0,0,0
福袋,02-10-2021,0,0,0,0
福袋,03-10-2021,0,0,0,0
福袋,04-10-2021,0,0,0,0
福袋,05-10-2021,0,0,0,0
福袋,06-10-2021,0,0,0,0
福袋,07-10-2021,0,0,0,0
福袋,08-10-2021,0,0,0,0
福袋,09-10-2021,0,0,0,0
福袋,10-10-2021,0,0,0,0
福袋,11-10-2021,0,0,0,0
福袋,12-10-2021,0,0,0,0
福袋,13-10-2021,0,0,0,0
福袋,14-10-2021,0,0,0,0
福袋,15-10-2021,0,0,0,0
福袋,16-10-2021,0,0,0,0
福袋,17-10-2021,0,0,0,0
福袋,18-10-2021,0,0,0,0
福袋,19-10-2021,0,0,0,0
福袋,20-10-2021,0,0,0,0
福袋,21-10-2021,0,0,0,0
福袋,22-10-2021,0,0,0,0
福袋,23-10-2021,0,0,0,0
福袋,24-10-2021,0,0,0,0
福袋,25-10-2021,0,0,0,0
福袋,26-10-2021,0,0,0,0
福袋,27-10-2021,0,0,0,0
福袋,28-10-2021,0,0,0,0
福袋,29-10-2021,0,0,0,0
福袋,30-10-2021,0,0,0,0
福袋,31-10-2021,0,0,0,0
福袋,01-11-2021,0,0,0,0
福袋,02-11-2021,0,0,0,0
福袋,03-11-2021,0,0,0,0
福袋,04-11-2021,0,0,0,0
福袋,05-11-2021,0,0,0,0
福袋,06-11-2021,0,0,0,0
福袋,07-11-2021,0,0,0,0
福袋,08-11-2021,0,0,0,0
福袋,09-11-2021,0,0,0,0
福袋,10-11-2021,0,0,0,0
福袋,11-11-2021,0,0,0,0
福袋,12-11-2021,0,0,0,0
福袋,13-11-2021,0,0,0,0
福袋,14-11-2021,0,0,0,0
福袋,15-11-2021,0,0,0,0
福袋,16-11-2021,0,0,0,0
福袋,17-11-2021,0,0,0,0
福袋,18-11-2021,0,0,0,0
福袋,19-11-2021,0,0,0,0
福袋,20-11-2021,0,0,0,0
福袋,21-11-2021,0,0,0,0
福袋,22-11-2021,0,0,0,0
福袋,23-11-2021,0,0,0,0
福袋,24-11-2021,0,0,0,0
福袋,25-11-2021,0,0,0,0
福袋,26-11-2021,0,0,0,0
福袋,27-11-2021,0,0,0,0
福袋,28-11-2021,0,0,0,0
福袋,29-11-2021,0,0,0,0
福袋,30-11-2021,0,0,0,0
福袋,01-12-2021,0,0,0,0
福袋,02-12-2021,0,0,0,0
福袋,03-12-2021,0,0,0,0
福袋,04-12-2021,0,0,0,0
福袋,05-12-2021,0,0,0,0
福袋,06-12-2021,0,0,0,0
福袋,07-12-2021,0,0,0,0
福袋,08-12-2021,0,0,0,0
福袋,09-12-2021,0,0,0,0
福袋,10-12-2021,0,0,0,0
福袋,11-12-2021,0,0,0,0
福袋,12-12-2021,0,0,0,0
福袋,13-12-2021,0,0,0,0
福袋,14-12-2021,0,0,0,0
福袋,15-12-2021,0,0,0,0
福袋,16-12-2021,0,0,0,0
福袋,17-12-2021,3242534.154,153,157,10231
福袋,18-12-2021,1268702.343,67,68,7352
福袋,19-12-2021,750232.2555,45,45,5635
福袋,20-12-2021,212474.9214,14,14,2837
福袋,21-12-2021,180747.231,10,10,2527
福袋,22-12-2021,148749.3588,8,9,2990
福袋,23-12-2021,95463.1377,7,7,1844
福袋,24-12-2021,48617.3478,2,2,2045
福袋,25-12-2021,0,0,0,3
福袋,26-12-2021,0,0,0,11
福袋,27-12-2021,0,0,0,6
福袋,28-12-2021,0,0,0,0
福袋,29-12-2021,0,0,0,3
福袋,30-12-2021,0,0,0,0
福袋,31-12-2021,0,0,0,1
福袋,01-01-2022,1496521.202,92,101,7037
福袋,02-01-2022,682820.6733,43,49,3853
福袋,03-01-2022,481033.3725,27,32,4178
福袋,04-01-2022,2108844.588,150,160,13815
福袋,05-01-2022,7870659.278,615,640,76859
福袋,06-01-2022,413093.9727,25,25,43101
福袋,07-01-2022,35397.792,2,2,2010
福袋,08-01-2022,70820.442,4,4,1711
福袋,09-01-2022,88674.7005,5,5,1541
福袋,10-01-2022,53242.1073,3,3,740
福袋,11-01-2022,17743.6404,1,1,396
福袋,12-01-2022,0,0,0,393
福袋,13-01-2022,0,0,0,309
福袋,14-01-2022,35812.9206,2,2,358
福袋,15-01-2022,0,0,0,0
福袋,16-01-2022,0,0,0,1
福袋,17-01-2022,0,0,0,0
福袋,18-01-2022,2040931.289,122,133,14417
福袋,19-01-2022,743976.3249,45,49,5458
福袋,20-01-2022,353208.5649,23,23,3426
福袋,21-01-2022,314246.1357,20,22,2467
福袋,22-01-2022,204991.497,14,16,2211
福袋,23-01-2022,427967.757,27,29,2461
福袋,24-01-2022,75990.906,5,5,1490
福袋,25-01-2022,157714.0668,9,9,1892
福袋,26-01-2022,125040.7116,8,8,1459
福袋,27-01-2022,73396.9737,5,5,1036
福袋,28-01-2022,594305.064,34,35,6610
福袋,29-01-2022,114176.5227,8,8,2281
福袋,30-01-2022,117257.6718,10,10,1811
福袋,31-01-2022,51131.6631,3,3,1082
福袋,01-02-2022,145073.7738,10,10,1988
福袋,02-02-2022,144616.3866,9,9,1632
福袋,03-02-2022,52876.6947,4,4,488
福袋,04-02-2022,32522.9643,3,3,310
福袋,05-02-2022,31031.4843,2,2,428
福袋,06-02-2022,83563.8957,6,6,307
福袋,07-02-2022,30958.1532,2,2,236
福袋,08-02-2022,10807.0155,1,1,200
福袋,09-02-2022,60494.4288,3,3,311
福袋,10-02-2022,0,0,0,296
福袋,11-02-2022,41524.0461,3,3,261
福袋,12-02-2022,30748.1031,2,2,266
福袋,13-02-2022,10756.0566,1,1,289
福袋,14-02-2022,32210.9964,3,3,225
福袋,15-02-2022,0,0,0,218
福袋,16-02-2022,0,0,0,199
福袋,17-02-2022,30827.6487,2,2,154
福袋,18-02-2022,0,0,0,197
福袋,19-02-2022,0,0,0,161
福袋,20-02-2022,20210.7969,1,1,171
福袋,21-02-2022,10807.0155,1,1,107
福袋,22-02-2022,20210.7969,1,1,142
福袋,23-02-2022,10814.4729,1,1,87
福袋,24-02-2022,0,0,0,77
福袋,25-02-2022,20265.4845,1,1,130
福袋,26-02-2022,10770.9714,1,1,97
福袋,27-02-2022,0,0,0,111
福袋,28-02-2022,21509.6274,2,2,85
福袋,01-03-2022,0,0,0,0
福袋,02-03-2022,0,0,0,0
福袋,03-03-2022,0,0,0,0
福袋,04-03-2022,0,0,0,0
福袋,05-03-2022,0,0,0,0
福袋,06-03-2022,0,0,0,0
福袋,07-03-2022,0,0,0,0
福袋,08-03-2022,0,0,0,0
福袋,09-03-2022,0,0,0,0
福袋,10-03-2022,0,0,0,0
福袋,11-03-2022,0,0,0,0
福袋,12-03-2022,0,0,0,0
福袋,13-03-2022,0,0,0,0
福袋,14-03-2022,0,0,0,0
福袋,15-03-2022,0,0,0,0
福袋,16-03-2022,0,0,0,0
福袋,17-03-2022,0,0,0,0
福袋,18-03-2022,0,0,0,0
福袋,19-03-2022,0,0,0,0
福袋,20-03-2022,0,0,0,0
福袋,21-03-2022,0,0,0,0
福袋,22-03-2022,0,0,0,0
福袋,23-03-2022,0,0,0,0
福袋,24-03-2022,0,0,0,0
福袋,25-03-2022,0,0,0,0
福袋,26-03-2022,0,0,0,1
福袋,27-03-2022,0,0,0,0
福袋,28-03-2022,0,0,0,0
福袋,29-03-2022,0,0,0,0
福袋,30-03-2022,0,0,0,0
福袋,31-03-2022,0,0,0,0
福袋,01-04-2022,0,0,0,0
福袋,02-04-2022,0,0,0,0
福袋,03-04-2022,0,0,0,0
福袋,04-04-2022,0,0,0,1
福袋,05-04-2022,0,0,0,0
福袋,06-04-2022,0,0,0,0
福袋,07-04-2022,0,0,0,0
福袋,08-04-2022,0,0,0,0
福袋,09-04-2022,0,0,0,0
福袋,10-04-2022,0,0,0,0
福袋,11-04-2022,0,0,0,0
福袋,12-04-2022,0,0,0,0
福袋,13-04-2022,0,0,0,0
福袋,14-04-2022,0,0,0,0
福袋,15-04-2022,0,0,0,0
福袋,16-04-2022,0,0,0,0
福袋,17-04-2022,0,0,0,0
福袋,18-04-2022,0,0,0,0
福袋,19-04-2022,0,0,0,0
福袋,20-04-2022,0,0,0,0
福袋,21-04-2022,0,0,0,0
福袋,22-04-2022,0,0,0,0
福袋,23-04-2022,0,0,0,0
福袋,24-04-2022,0,0,0,0
福袋,25-04-2022,0,0,0,0
福袋,26-04-2022,0,0,0,0
福袋,27-04-2022,0,0,0,0
福袋,28-04-2022,0,0,0,0
福袋,29-04-2022,0,0,0,0
福袋,30-04-2022,0,0,0,0
福袋,01-05-2022,0,0,0,0
福袋,02-05-2022,0,0,0,0
福袋,03-05-2022,0,0,0,0
福袋,04-05-2022,0,0,0,0
福袋,05-05-2022,0,0,0,0
福袋,06-05-2022,0,0,0,0
福袋,07-05-2022,0,0,0,0
福袋,08-05-2022,0,0,0,0
福袋,09-05-2022,0,0,0,0
福袋,10-05-2022,0,0,0,0
福袋,11-05-2022,0,0,0,2
福袋,12-05-2022,0,0,0,0
福袋,13-05-2022,0,0,0,0
福袋,14-05-2022,0,0,0,0
福袋,15-05-2022,0,0,0,0
福袋,16-05-2022,0,0,0,0
福袋,17-05-2022,0,0,0,0
福袋,18-05-2022,0,0,0,0
福袋,19-05-2022,0,0,0,0
福袋,20-05-2022,0,0,0,0
福袋,21-05-2022,0,0,0,0
福袋,22-05-2022,0,0,0,0
福袋,23-05-2022,0,0,0,0
福袋,24-05-2022,0,0,0,0
福袋,25-05-2022,0,0,0,0
福袋,26-05-2022,0,0,0,0
福袋,27-05-2022,0,0,0,0
福袋,28-05-2022,0,0,0,0
福袋,29-05-2022,0,0,0,0
福袋,30-05-2022,0,0,0,0
福袋,31-05-2022,0,0,0,0
福袋,01-06-2022,0,0,0,0
福袋,02-06-2022,0,0,0,0
福袋,03-06-2022,0,0,0,0
福袋,04-06-2022,0,0,0,1
福袋,05-06-2022,0,0,0,0
福袋,06-06-2022,0,0,0,0
福袋,07-06-2022,0,0,0,0
福袋,08-06-2022,0,0,0,0
福袋,09-06-2022,0,0,0,2
福袋,10-06-2022,0,0,0,0
福袋,11-06-2022,0,0,0,0
福袋,12-06-2022,0,0,0,0
福袋,13-06-2022,0,0,0,0
福袋,14-06-2022,0,0,0,0
福袋,15-06-2022,0,0,0,0
福袋,16-06-2022,0,0,0,0
福袋,17-06-2022,0,0,0,0
福袋,18-06-2022,0,0,0,0
福袋,19-06-2022,0,0,0,0
福袋,20-06-2022,0,0,0,0
福袋,21-06-2022,0,0,0,0
福袋,22-06-2022,0,0,0,0
福袋,23-06-2022,0,0,0,0
福袋,24-06-2022,0,0,0,0
福袋,25-06-2022,0,0,0,0
福袋,26-06-2022,0,0,0,0
福袋,27-06-2022,0,0,0,0
福袋,28-06-2022,0,0,0,0
福袋,29-06-2022,0,0,0,0
福袋,30-06-2022,0,0,0,0
福袋,01-07-2022,0,0,0,0
福袋,02-07-2022,0,0,0,0
福袋,03-07-2022,0,0,0,0
シューズ,05-07-2021,0,0,0,151
シューズ,06-07-2021,0,0,0,155
シューズ,07-07-2021,0,0,0,96
シューズ,08-07-2021,0,0,0,136
シューズ,09-07-2021,0,0,0,145
シューズ,10-07-2021,0,0,0,156
シューズ,11-07-2021,0,0,0,123
シューズ,12-07-2021,0,0,0,134
シューズ,13-07-2021,0,0,0,86
シューズ,14-07-2021,0,0,0,111
シューズ,15-07-2021,0,0,0,70
シューズ,16-07-2021,0,0,0,67
シューズ,17-07-2021,0,0,0,95
シューズ,18-07-2021,0,0,0,68
シューズ,19-07-2021,0,0,0,98
シューズ,20-07-2021,0,0,0,131
シューズ,21-07-2021,0,0,0,62
シューズ,22-07-2021,0,0,0,67
シューズ,23-07-2021,0,0,0,119
シューズ,24-07-2021,0,0,0,65
シューズ,25-07-2021,0,0,0,62
シューズ,26-07-2021,0,0,0,56
シューズ,27-07-2021,0,0,0,80
シューズ,28-07-2021,0,0,0,29
シューズ,29-07-2021,0,0,0,33
シューズ,30-07-2021,0,0,0,385
シューズ,31-07-2021,0,0,0,116
シューズ,01-08-2021,0,0,0,96
シューズ,02-08-2021,0,0,0,56
シューズ,03-08-2021,0,0,0,67
シューズ,04-08-2021,0,0,0,48
シューズ,05-08-2021,0,0,0,50
シューズ,06-08-2021,0,0,0,68
シューズ,07-08-2021,0,0,0,49
シューズ,08-08-2021,0,0,0,48
シューズ,09-08-2021,0,0,0,48
シューズ,10-08-2021,0,0,0,44
シューズ,11-08-2021,0,0,0,28
シューズ,12-08-2021,0,0,0,34
シューズ,13-08-2021,0,0,0,33
シューズ,14-08-2021,0,0,0,53
シューズ,15-08-2021,0,0,0,33
シューズ,16-08-2021,0,0,0,77
シューズ,17-08-2021,0,0,0,35
シューズ,18-08-2021,0,0,0,26
シューズ,19-08-2021,0,0,0,38
シューズ,20-08-2021,0,0,0,25
シューズ,21-08-2021,0,0,0,33
シューズ,22-08-2021,0,0,0,50
シューズ,23-08-2021,0,0,0,29
シューズ,24-08-2021,0,0,0,61
シューズ,25-08-2021,36348.2385,1,1,53
シューズ,26-08-2021,0,0,0,67
シューズ,27-08-2021,0,0,0,62
シューズ,28-08-2021,0,0,0,40
シューズ,29-08-2021,0,0,0,61
シューズ,30-08-2021,0,0,0,48
シューズ,31-08-2021,0,0,0,22
シューズ,01-09-2021,0,0,0,71
シューズ,02-09-2021,0,0,0,73
シューズ,03-09-2021,0,0,0,60
シューズ,04-09-2021,0,0,0,128
シューズ,05-09-2021,0,0,0,111
シューズ,06-09-2021,0,0,0,162
シューズ,07-09-2021,18170.2752,1,1,238
シューズ,08-09-2021,18128.5398,1,1,292
シューズ,09-09-2021,15202302.87,401,409,172374
シューズ,10-09-2021,167190.9141,5,5,11880
シューズ,11-09-2021,36254.883,2,2,5385
シューズ,12-09-2021,37369.6575,1,1,4185
シューズ,13-09-2021,484667.7087,14,14,6483
シューズ,14-09-2021,37309.251,1,1,5166
シューズ,15-09-2021,130076.0622,4,4,3892
シューズ,16-09-2021,0,0,0,3071
シューズ,17-09-2021,18217.5021,1,1,2290
シューズ,18-09-2021,224086.149,6,6,2990
シューズ,19-09-2021,0,0,0,1211
シューズ,20-09-2021,0,0,0,928
シューズ,21-09-2021,112362.6798,3,3,1558
シューズ,22-09-2021,74983.1376,2,2,3433
シューズ,23-09-2021,0,0,0,1156
シューズ,24-09-2021,36257.0796,2,2,634
シューズ,25-09-2021,0,0,0,584
シューズ,26-09-2021,0,0,0,526
シューズ,27-09-2021,55132.4634,2,2,677
シューズ,28-09-2021,259127.4105,7,7,2881
シューズ,29-09-2021,165753.2394,3,5,959
シューズ,30-09-2021,36905.0766,1,1,1611
シューズ,01-10-2021,624541.7052,15,17,5838
シューズ,02-10-2021,201961.9938,5,6,4395
シューズ,03-10-2021,73957.3254,2,2,1227
シューズ,04-10-2021,0,0,0,934
シューズ,05-10-2021,36927.0426,1,1,1480
シューズ,06-10-2021,0,0,0,740
シューズ,07-10-2021,35743.0752,2,2,633
シューズ,08-10-2021,0,0,0,631
シューズ,09-10-2021,36719.4639,1,1,478
シューズ,10-10-2021,0,0,0,400
シューズ,11-10-2021,0,0,0,294
シューズ,12-10-2021,0,0,0,294
シューズ,13-10-2021,108791.0082,3,3,625
シューズ,14-10-2021,72342.8244,2,2,1557
シューズ,15-10-2021,0,0,0,513
シューズ,16-10-2021,0,0,0,492
シューズ,17-10-2021,0,0,0,426
シューズ,18-10-2021,143657.64,4,4,575
シューズ,19-10-2021,179561.067,5,5,1144
シューズ,20-10-2021,0,0,0,364
シューズ,21-10-2021,0,0,0,289
シューズ,22-10-2021,0,0,0,257
シューズ,23-10-2021,0,0,0,250
シューズ,24-10-2021,0,0,0,261
シューズ,25-10-2021,0,0,0,237
シューズ,26-10-2021,0,0,0,322
シューズ,27-10-2021,0,0,0,303
シューズ,28-10-2021,0,0,0,49
シューズ,29-10-2021,0,0,0,34
シューズ,30-10-2021,0,0,0,61
シューズ,31-10-2021,0,0,0,47
シューズ,01-11-2021,0,0,0,37
シューズ,02-11-2021,0,0,0,24
シューズ,03-11-2021,0,0,0,32
シューズ,04-11-2021,0,0,0,44
シューズ,05-11-2021,70973.2443,2,2,75
シューズ,06-11-2021,0,0,0,38
シューズ,07-11-2021,0,0,0,44
シューズ,08-11-2021,0,0,0,34
シューズ,09-11-2021,0,0,0,20
シューズ,10-11-2021,0,0,0,39
シューズ,11-11-2021,0,0,0,36
シューズ,12-11-2021,0,0,0,34
シューズ,13-11-2021,0,0,0,48
シューズ,14-11-2021,0,0,0,49
シューズ,15-11-2021,0,0,0,18
シューズ,16-11-2021,0,0,0,27
シューズ,17-11-2021,0,0,0,61
シューズ,18-11-2021,0,0,0,98
シューズ,19-11-2021,0,0,0,73
シューズ,20-11-2021,0,0,0,51
シューズ,21-11-2021,0,0,0,34
シューズ,22-11-2021,0,0,0,38
シューズ,23-11-2021,0,0,0,33
シューズ,24-11-2021,0,0,0,38
シューズ,25-11-2021,0,0,0,35
シューズ,26-11-2021,0,0,0,78
シューズ,27-11-2021,0,0,0,51
シューズ,28-11-2021,0,0,0,73
シューズ,29-11-2021,0,0,0,75
シューズ,30-11-2021,0,0,0,29
シューズ,01-12-2021,35330.1144,1,1,54
シューズ,02-12-2021,0,0,0,58
シューズ,03-12-2021,17629.9116,1,1,239
シューズ,04-12-2021,35196.1218,2,2,116
シューズ,05-12-2021,0,0,0,160
シューズ,06-12-2021,17672.7453,1,1,121
シューズ,07-12-2021,0,0,0,110
シューズ,08-12-2021,0,0,0,115
シューズ,09-12-2021,17550.834,1,1,117
シューズ,10-12-2021,17558.5221,1,1,152
シューズ,11-12-2021,0,0,0,178
シューズ,12-12-2021,35156.583,2,2,186
シューズ,13-12-2021,35165.3694,1,2,133
シューズ,14-12-2021,17582.6847,1,1,60
シューズ,15-12-2021,0,0,0,42
シューズ,16-12-2021,0,0,0,90
シューズ,17-12-2021,0,0,0,74
シューズ,18-12-2021,0,0,0,99
シューズ,19-12-2021,0,0,0,114
シューズ,20-12-2021,0,0,0,56
シューズ,21-12-2021,0,0,0,51
シューズ,22-12-2021,0,0,0,74
シューズ,23-12-2021,0,0,0,61
シューズ,24-12-2021,0,0,0,138
シューズ,25-12-2021,52286.7681,1,3,114
シューズ,26-12-2021,0,0,0,100
シューズ,27-12-2021,0,0,0,115
シューズ,28-12-2021,0,0,0,112
シューズ,29-12-2021,0,0,0,104
シューズ,30-12-2021,17359.7298,1,1,112
シューズ,31-12-2021,0,0,0,86
シューズ,01-01-2022,58786.6842,3,3,225
シューズ,02-01-2022,0,0,0,150
シューズ,03-01-2022,19598.0472,1,1,140
シューズ,04-01-2022,0,0,0,119
シューズ,05-01-2022,0,0,0,116
シューズ,06-01-2022,19483.7004,1,1,251
シューズ,07-01-2022,0,0,0,238
シューズ,08-01-2022,19476.243,1,1,113
シューズ,09-01-2022,0,0,0,107
シューズ,10-01-2022,0,0,0,100
シューズ,11-01-2022,0,0,0,86
シューズ,12-01-2022,0,0,0,80
シューズ,13-01-2022,0,0,0,109
シューズ,14-01-2022,0,0,0,268
シューズ,15-01-2022,47529.7389,3,3,270
シューズ,16-01-2022,79032.2823,4,5,323
シューズ,17-01-2022,15798.5019,1,1,319
シューズ,18-01-2022,0,0,0,214
シューズ,19-01-2022,47197.8846,3,3,275
シューズ,20-01-2022,43228.062,3,3,239
シューズ,21-01-2022,90829.8891,6,7,485
シューズ,22-01-2022,59416.8345,3,5,346
シューズ,23-01-2022,35724.6747,2,3,349
シューズ,24-01-2022,31631.805,2,2,262
シューズ,25-01-2022,63487.332,3,4,195
シューズ,26-01-2022,19837.9269,1,1,168
シューズ,27-01-2022,19759.6242,1,1,164
シューズ,28-01-2022,0,0,0,214
シューズ,29-01-2022,19517.2587,1,1,101
シューズ,30-01-2022,0,0,0,104
シューズ,31-01-2022,11746.6479,1,1,111
シューズ,01-02-2022,0,0,0,117
シューズ,02-02-2022,0,0,0,85
シューズ,03-02-2022,0,0,0,73
シューズ,04-02-2022,0,0,0,78
シューズ,05-02-2022,0,0,0,63
シューズ,06-02-2022,0,0,0,64
シューズ,07-02-2022,0,0,0,45
シューズ,08-02-2022,0,0,0,45
シューズ,09-02-2022,0,0,0,58
シューズ,10-02-2022,0,0,0,55
シューズ,11-02-2022,0,0,0,113
シューズ,12-02-2022,0,0,0,112
シューズ,13-02-2022,0,0,0,84
シューズ,14-02-2022,0,0,0,47
シューズ,15-02-2022,0,0,0,59
シューズ,16-02-2022,0,0,0,42
シューズ,17-02-2022,0,0,0,46
シューズ,18-02-2022,0,0,0,52
シューズ,19-02-2022,0,0,0,47
シューズ,20-02-2022,0,0,0,89
シューズ,21-02-2022,0,0,0,30
シューズ,22-02-2022,0,0,0,33
シューズ,23-02-2022,0,0,0,54
シューズ,24-02-2022,0,0,0,33
シューズ,25-02-2022,0,0,0,31
シューズ,26-02-2022,0,0,0,58
シューズ,27-02-2022,0,0,0,29
シューズ,28-02-2022,0,0,0,48
シューズ,01-03-2022,0,0,0,90
シューズ,02-03-2022,0,0,0,57
シューズ,03-03-2022,19568.2176,1,1,36
シューズ,04-03-2022,0,0,0,58
シューズ,05-03-2022,0,0,0,33
シューズ,06-03-2022,0,0,0,75
シューズ,07-03-2022,0,0,0,38
シューズ,08-03-2022,0,0,0,40
シューズ,09-03-2022,0,0,0,61
シューズ,10-03-2022,0,0,0,51
シューズ,11-03-2022,0,0,0,40
シューズ,12-03-2022,0,0,0,66
シューズ,13-03-2022,0,0,0,60
シューズ,14-03-2022,19226.4201,1,1,58
シューズ,15-03-2022,0,0,0,34
シューズ,16-03-2022,0,0,0,77
シューズ,17-03-2022,0,0,0,41
シューズ,18-03-2022,0,0,0,46
シューズ,19-03-2022,0,0,0,28
シューズ,20-03-2022,0,0,0,51
シューズ,21-03-2022,0,0,0,50
シューズ,22-03-2022,0,0,0,27
シューズ,23-03-2022,0,0,0,26
シューズ,24-03-2022,0,0,0,42
シューズ,25-03-2022,0,0,0,23
シューズ,26-03-2022,0,0,0,42
シューズ,27-03-2022,0,0,0,52
シューズ,28-03-2022,0,0,0,23
シューズ,29-03-2022,0,0,0,33
シューズ,30-03-2022,0,0,0,38
シューズ,31-03-2022,0,0,0,54
シューズ,01-04-2022,0,0,0,31
シューズ,02-04-2022,0,0,0,20
シューズ,03-04-2022,0,0,0,57
シューズ,04-04-2022,0,0,0,60
シューズ,05-04-2022,0,0,0,38
シューズ,06-04-2022,18366.3333,1,1,34
シューズ,07-04-2022,0,0,0,42
シューズ,08-04-2022,0,0,0,47
シューズ,09-04-2022,0,0,0,44
シューズ,10-04-2022,18148.8258,1,1,38
シューズ,11-04-2022,0,0,0,35
シューズ,12-04-2022,0,0,0,20
シューズ,13-04-2022,0,0,0,21
シューズ,14-04-2022,0,0,0,10
シューズ,15-04-2022,0,0,0,9
シューズ,16-04-2022,0,0,0,1
シューズ,17-04-2022,0,0,0,0
シューズ,18-04-2022,0,0,0,0
シューズ,19-04-2022,0,0,0,0
シューズ,20-04-2022,0,0,0,0
シューズ,21-04-2022,0,0,0,0
シューズ,22-04-2022,0,0,0,0
シューズ,23-04-2022,0,0,0,0
シューズ,24-04-2022,0,0,0,0
シューズ,25-04-2022,0,0,0,0
シューズ,26-04-2022,0,0,0,0
シューズ,27-04-2022,0,0,0,0
シューズ,28-04-2022,0,0,0,0
シューズ,29-04-2022,0,0,0,0
シューズ,30-04-2022,0,0,0,0
シューズ,01-05-2022,0,0,0,0
シューズ,02-05-2022,0,0,0,0
シューズ,03-05-2022,0,0,0,0
シューズ,04-05-2022,0,0,0,0
シューズ,05-05-2022,0,0,0,0
シューズ,06-05-2022,0,0,0,0
シューズ,07-05-2022,0,0,0,0
シューズ,08-05-2022,0,0,0,0
シューズ,09-05-2022,0,0,0,0
シューズ,10-05-2022,0,0,0,0
シューズ,11-05-2022,0,0,0,0
シューズ,12-05-2022,0,0,0,0
シューズ,13-05-2022,0,0,0,0
シューズ,14-05-2022,0,0,0,0
シューズ,15-05-2022,0,0,0,0
シューズ,16-05-2022,0,0,0,0
シューズ,17-05-2022,0,0,0,0
シューズ,18-05-2022,0,0,0,0
シューズ,19-05-2022,0,0,0,0
シューズ,20-05-2022,0,0,0,0
シューズ,21-05-2022,0,0,0,0
シューズ,22-05-2022,0,0,0,0
